,logFC,AveExpr,t,P.Value,adj.P.Val,B
ZNF599,-1.15179711087903,0.998822151159506,-6.83547639134808,3.25854076502095e-08,4.48982790669097e-06,8.81866251258404
ARRB2,1.05401260975046,9.60620663225283,6.83463899835507,3.26730155250919e-08,4.48982790669097e-06,8.81608362234537
TMEM121B,1.46091967109522,4.48534827579461,6.83046997109352,3.31127151446814e-08,4.49450233446689e-06,8.80324381204721
GLT1D1,1.11654250658051,7.30332341992116,6.83041540583073,3.31185093092713e-08,4.49450233446689e-06,8.80307575479906
NMI,1.02667066675161,6.11273269236366,6.82996129825645,3.31667695445662e-08,4.49450233446689e-06,8.8016771281416
EDAR,-1.76510439364128,1.3228770214605,-6.82882647139864,3.3287682481468e-08,4.49450233446689e-06,8.79818187134548
TBXAS1,0.978864146365455,7.69185638483805,6.8280644964317,3.33691175618896e-08,4.49450233446689e-06,8.79583495368478
GPR84,2.44576193458617,2.10608650926818,6.8258399079031,3.36080152904844e-08,4.50878756912894e-06,8.788982929378
CCDC78,-0.940738898551082,1.66695604451446,-6.81741965451251,3.45279392113995e-08,4.58573220755181e-06,8.7630448904096
RASGRP4,1.06795982117707,8.20226040536263,6.8172451008108,3.45472748983685e-08,4.58573220755181e-06,8.76250714657617
NELL2,-2.01716382105855,4.36806534863033,-6.81688798628293,3.45868671596625e-08,4.58573220755181e-06,8.76140698616105
SLC22A4,1.31525898956037,4.93784584673283,6.81428453618301,3.48768858911641e-08,4.60619167672331e-06,8.75338633644879
MKNK1,0.991745575520512,6.92564882586589,6.8121081797208,3.51212024706383e-08,4.6074673316959e-06,8.74668117363808
PRAG1,-1.03002610394125,4.25098203380688,-6.81067394110501,3.528314904864e-08,4.6074673316959e-06,8.74226226489065
TRAF5,-1.24069524711883,4.8381683205342,-6.80959518185024,3.54054512395796e-08,4.6074673316959e-06,8.73893851674453
PLOD1,1.05664876148708,6.24686501701648,6.80938327260673,3.54295260612996e-08,4.6074673316959e-06,8.73828559883653
EMILIN2,1.11233400201973,6.88535488332881,6.80629226629554,3.57825689742353e-08,4.6356181531431e-06,8.72876154995662
LILRB2,1.01760928255998,8.18500959660918,6.80009351010724,3.65012601892578e-08,4.71074438533759e-06,8.70966025395442
CFP,1.02267616206155,6.23403446777917,6.79494791490362,3.71088562530134e-08,4.77101817780219e-06,8.69380262355799
DDX12P,-1.16500377938268,0.908274433737238,-6.79110734836916,3.75689700583532e-08,4.81194710083255e-06,8.68196586127938
NFAM1,1.08952068318866,9.87780092192477,6.78954691614716,3.77575497526734e-08,4.81527442252967e-06,8.67715632209629
TRABD2A,-1.33912498316809,5.15230902283906,-6.78761822579806,3.79919490434494e-08,4.81527442252967e-06,8.67121155911066
H4C9,1.45221255338253,4.03595533505191,6.78528095124484,3.82779657998711e-08,4.81527442252967e-06,8.66400715259537
AC010332.3,-1.63762975207202,-1.6982988106376,-6.78459840894081,3.83618973647722e-08,4.81527442252967e-06,8.66190323042313
LAT2,0.974183565561597,8.1257031782941,6.78439158724152,3.83873665261733e-08,4.81527442252967e-06,8.66126570190687
PLAUR,1.17825639330592,6.91589251509206,6.78319097457874,3.85355526189792e-08,4.81527442252967e-06,8.65756476368602
CHMP7,-0.650559763410322,6.54162452107821,-6.78276697651926,3.85880220060124e-08,4.81527442252967e-06,8.65625775336534
HCK,1.20347120009699,9.54685309867442,6.77838494016513,3.91345189799679e-08,4.83034787153612e-06,8.64274917905285
GAL3ST4,-1.10302706010148,2.8382937965163,-6.77813333144099,3.91661329676131e-08,4.83034787153612e-06,8.64197350916531
STAG3L1,-0.771521440389886,-0.0211371990281756,-6.77737268996677,3.92618617809109e-08,4.83034787153612e-06,8.63962855101857
CCL28,-1.23895917460357,1.80805494817798,-6.77661818770596,3.93570502735141e-08,4.83034787153612e-06,8.63730248835998
PLB1,1.40653633080985,5.50085636685915,6.7761172674772,3.94203747691799e-08,4.83034787153612e-06,8.63575817932874
GSEC,1.72228984694463,3.70905257821543,6.77305174787039,3.98101435403902e-08,4.84028554111252e-06,8.62630705913154
DOK3,1.26007716414834,8.76944613963996,6.77259081162856,3.98690838140453e-08,4.84028554111252e-06,8.62488593040467
PTTG1IP,0.627067492853673,7.76711775458379,6.77212068418648,3.99292897151466e-08,4.84028554111252e-06,8.62343645219967
AC007877.1,2.12199199279636,2.1878052969348,6.76782038767085,4.048425627554e-08,4.87773054612235e-06,8.61017739899398
DCHS1,-1.85667540443067,2.47359463045659,-6.76750237808788,4.05256029110395e-08,4.87773054612235e-06,8.60919684450674
PSTPIP2,1.49520902351206,6.13807917810441,6.76354449677001,4.10437593733041e-08,4.92264056766321e-06,8.59699261524934
KCNQ5,-1.90183218854847,0.28655852442876,-6.75657536156389,4.19723790595934e-08,5.01629045788986e-06,8.57550108457213
GRN,1.36236334515502,9.77556377435375,6.75513982245426,4.21662680713406e-08,5.02178059956998e-06,8.57107382729433
AC084871.2,1.7061390352974,-0.554524011259663,6.75317440295423,4.24331851777585e-08,5.03589920036182e-06,8.56501222284447
ENTPD1,0.878304597964792,6.58770406418965,6.75141797293428,4.26731565012091e-08,5.04673267583289e-06,8.55959499697508
ALOX5,1.187060473161,8.94550910155632,6.74968346609684,4.29114708879569e-08,5.0511154396328e-06,8.55424522851962
NFE2,1.48436334207156,8.68291853200838,6.748984761762,4.3007847565078e-08,5.0511154396328e-06,8.55209015859196
AL034397.3,1.0249902368509,8.01483215300305,6.74224054915219,4.39493750631062e-08,5.12995402964738e-06,8.53128713398179
LAMA5,-1.49845762220288,1.779348534686,-6.74201372548529,4.39813983450412e-08,5.12995402964738e-06,8.53058743847681
SEMA6B,2.37102779998107,1.18024609628848,6.7355981500677,4.489693355442e-08,5.20174597541176e-06,8.51079585787949
LINC01907,1.29952287609124,-0.966347265245905,6.73555323059696,4.49034108418963e-08,5.20174597541176e-06,8.51065727712732
CUBN,-1.23364823698434,2.22306818202976,-6.73197371370117,4.54225993761328e-08,5.24399274838333e-06,8.49961380136572
SYNGAP1,-1.16372710606513,4.65468299341846,-6.72928175449227,4.58170228459923e-08,5.27159793030058e-06,8.49130817452967
SLC25A25-AS1,-0.774404640365253,4.24161508692886,-6.72691818899972,4.61661666080074e-08,5.2938244155709e-06,8.48401545166037
KLF3-AS1,-1.06970053485569,1.09807254390152,-6.72302988022266,4.67463701099441e-08,5.34230738812028e-06,8.47201755415386
ADM,1.69786714373001,6.41692918940051,6.72108339965243,4.70395650817902e-08,5.35777489263799e-06,8.46601114043931
ST3GAL4,1.59840049365857,5.67797030817396,6.71891369859432,4.73685615104225e-08,5.3772030594875e-06,8.45931569200593
LINC02614,-1.00997833006084,-0.982787266819314,-6.71751840627968,4.75813530679327e-08,5.38335428610591e-06,8.45500985501588
APBB1,-0.992126001874893,4.90610397858607,-6.71642479647888,4.77488071535751e-08,5.38435220068653e-06,8.45163493438556
DPPA4,-1.72469458987917,-1.21535182577321,-6.71332862610855,4.82261123619919e-08,5.4201678999693e-06,8.44207971248632
LBH,-1.49094747499255,7.18694590113518,-6.71171202614788,4.84772290381407e-08,5.43040959740122e-06,8.43709046500885
CLUHP3,-1.05849417797842,4.47226980290014,-6.70470229711022,4.95813814829943e-08,5.49370223621068e-06,8.4154551183543
LPAR5,-1.00239363008551,4.07662246785003,-6.70335648495019,4.97962435591971e-08,5.49370223621068e-06,8.41130102604705
LTK,-1.69055592033067,2.91075935114964,-6.70312676749642,4.98330118385189e-08,5.49370223621068e-06,8.41059195272145
MILR1,1.28675861012378,4.09897145936759,6.70289890223679,4.98695106028521e-08,5.49370223621068e-06,8.40988859403354
DGAT2,1.27718991926341,7.33512487685982,6.70271386001732,4.98991698612567e-08,5.49370223621068e-06,8.40931741665784
CYSTM1,1.80093998617454,5.40574660515792,6.70137336884735,5.01145586246646e-08,5.49370223621068e-06,8.40517961754951
SIDT1,-1.13077452010149,4.25557880756815,-6.70055935266908,5.02458094611942e-08,5.49370223621068e-06,8.40266688697491
TRIM21,1.05177653281362,7.17962750939087,6.69752771167684,5.07376723142155e-08,5.49370223621068e-06,8.39330843720719
LTA4H,1.19595526551005,8.08041084396065,6.69703094715694,5.08187289164452e-08,5.49370223621068e-06,8.39177491930591
VNN1,2.17736545531955,4.94260661280579,6.69701650282439,5.08210877298958e-08,5.49370223621068e-06,8.39173032930162
NLRP12,1.02019227784579,7.16844759719497,6.6963246130033,5.09342048305514e-08,5.49370223621068e-06,8.38959443674867
SERPINA1,1.28127780263608,10.762607530302,6.69601741924461,5.09845089978895e-08,5.49370223621068e-06,8.38864610939947
NT5E,-1.99592498574438,2.28311519633783,-6.69491656021792,5.11651891725589e-08,5.49572421169302e-06,8.38524764737316
BTNL9,-2.25547216730749,-0.759940344176968,-6.69297679603575,5.14851226046986e-08,5.4987453937986e-06,8.37925925766989
AQP10,2.12075092926703,2.15859797535189,6.6927822250369,5.15173247076765e-08,5.4987453937986e-06,8.37865857303858
CCR9,-2.41482166776483,1.07430776345133,-6.68769419447028,5.23666299825955e-08,5.5662595886125e-06,8.36295002248382
BCL11A,-0.992591752189248,3.68592132857331,-6.6870340625599,5.24778465722703e-08,5.5662595886125e-06,8.36091187010385
LMO2,0.825484899885563,5.99961502953505,6.68550277804569,5.27367461497853e-08,5.57629482185673e-06,8.3561839597741
GOLGA2P5,-0.879159768642811,3.46776387745981,-6.68331536793305,5.31088062242998e-08,5.59697461320006e-06,8.34943003660021
APOL1,1.44350447530114,6.7546233941942,6.68241849600968,5.32621177321201e-08,5.59697461320006e-06,8.34666075752649
TGFB3,-0.958571655179404,1.17497645015943,-6.67663577061674,5.42613486786353e-08,5.68437869398222e-06,8.32880446541572
AC097369.2,-1.12547634577188,-0.638738937895973,-6.67538664125887,5.44796541395072e-08,5.68582291017424e-06,8.32494711015912
NFIL3,1.01997350245993,5.99989721877658,6.67270338707136,5.49515835612766e-08,5.68582291017424e-06,8.316660877457
PADI4,1.49791419558481,7.46509147244679,6.67257187250757,5.49748195515325e-08,5.68582291017424e-06,8.31625473489191
LMNB1,1.25821794662273,6.58090900546787,6.67222950653254,5.50353550602953e-08,5.68582291017424e-06,8.31519743831228
ZNF135,-1.80785054256476,-0.0712248173652666,-6.6717925438917,5.51127139663934e-08,5.68582291017424e-06,8.31384799973636
BEND7,1.78025303621339,2.01618662209291,6.6672765737301,5.591863689889e-08,5.73145272860618e-06,8.29990114576446
GDF10,-1.58646272472792,-2.48163724579903,-6.6671579198263,5.59399707929634e-08,5.73145272860618e-06,8.2995346891985
AL133410.1,-0.900343834377097,0.369059224363478,-6.66648240013359,5.60615846413662e-08,5.73145272860618e-06,8.29744836832648
STRBP,-1.29552481881157,3.34002996137141,-6.66375606408027,5.65551116664949e-08,5.76454534589841e-06,8.28902795039131
PLCG1,-1.10766838883773,6.6004267634122,-6.6558295273892,5.80149171659481e-08,5.88715526849928e-06,8.26454450537682
UPF3A,-0.647949702344115,3.93099460428006,-6.65534742993773,5.81049147058883e-08,5.88715526849928e-06,8.26305531164859
MLKL,0.921920276387277,6.75799623637806,6.6460032731283,5.98772374101827e-08,6.04867021481078e-06,8.23418921143799
BICDL1,-1.12909932302503,4.45086871114801,-6.64254309416066,6.05472239917775e-08,6.09820141462585e-06,8.22349897022443
AOAH,0.868129423513711,7.68562842899675,6.64081715883492,6.08842219568386e-08,6.1140007741391e-06,8.21816648178429
FAM200B,0.821182935236139,4.19437751733332,6.63456951518693,6.2119935161063e-08,6.21086643041107e-06,8.19886250362024
FCGR1CP,2.75367919400212,2.45318360264345,6.63409508105574,6.22147954257193e-08,6.21086643041107e-06,8.19739652508082
PCSK7,-0.598543249065086,6.45105354375329,-6.63047351066393,6.29437163820727e-08,6.26520710099798e-06,8.18620571773693
CEP72,-1.0521918482303,1.12840550237132,-6.62582027705552,6.38928852763448e-08,6.34108863172426e-06,8.17182617466164
MCF2L,-1.04724561093303,1.95807516359487,-6.62417090042622,6.42327650661254e-08,6.34161882691277e-06,8.16672899935193
NXPH4,-2.31284431124832,-1.20716759565723,-6.62388026492709,6.429284291124e-08,6.34161882691277e-06,8.16583081729228
ITGA2B,2.23698126090909,6.03570822890155,6.62219573278359,6.46421688704307e-08,6.34161882691277e-06,8.16062485403358
ITGB4,2.03133541056701,2.11593679418176,6.62217935160393,6.46455752198402e-08,6.34161882691277e-06,8.16057422819858
RPL34P17,-1.2714277282503,-2.96657293028174,-6.62071455214566,6.49508996010706e-08,6.3532087442638e-06,8.1560472360301
ANO10,0.927910613056399,4.04633426792048,6.61792606384698,6.55361429132407e-08,6.39203380103798e-06,8.14742909841754
AC010542.6,1.00323624377098,2.71974640995751,6.61636012562373,6.58671181411622e-08,6.3966829741768e-06,8.14258924156398
LINC00937,1.68436650910419,3.68809603453818,6.61591866227483,6.59607283295586e-08,6.3966829741768e-06,8.14122478832059
IL27,1.87818221058852,1.36757986353418,6.61387575879993,6.63956586251467e-08,6.40062321357669e-06,8.13491057281749
FPR1,1.44418050927107,10.4216541162376,6.61385376858169,6.64003559320942e-08,6.40062321357669e-06,8.13484260436875
AC005332.4,-1.0246911953697,2.30004796242788,-6.61307424503303,6.65670848621935e-08,6.40062321357669e-06,8.13243320115023
CARD11,-1.05546667972381,6.44801377962742,-6.60965242919733,6.73039490356001e-08,6.45319389312525e-06,8.12185651596222
UBAP1L,-0.759960115797997,3.52500955182461,-6.60739724005671,6.77940602867749e-08,6.46448308975715e-06,8.11488554912043
TCN2,1.90260456081373,3.88046739533132,6.60735807317361,6.7802603852264e-08,6.46448308975715e-06,8.11476447928665
AC024560.4,-1.53398053962898,-1.77794288680832,-6.60587514785034,6.81268744219196e-08,6.47720552276973e-06,8.11018051973645
LRG1,1.70485991155139,7.50480566754201,6.60406443181848,6.85249350293149e-08,6.49685291833801e-06,8.10458317967522
BACH2,-1.85215727884522,4.10280894160278,-6.60155893209765,6.90795882322614e-08,6.53119605509586e-06,8.09683787381302
AXIN2,-1.68837326349412,2.22689298272672,-6.59466955993525,7.06280664077533e-08,6.65904952781101e-06,8.07553924254245
H2BC12,1.40884793786884,4.9738741490017,6.59323678404675,7.09544537118025e-08,6.67129104677562e-06,8.07110953738183
C19orf38,1.47757930200444,7.05631632439994,6.59093980466208,7.14808699128617e-08,6.70222012868053e-06,8.06400780059938
MBOAT2,1.06537078751087,4.9722702116702,6.58881044837883,7.19723722703487e-08,6.71544755787637e-06,8.05742412048159
AC005632.3,1.2464304560674,2.48356231633236,6.58861504566578,7.20176451319014e-08,6.71544755787637e-06,8.05681995244952
AFF3,-1.98477742860533,3.03965445160068,-6.58695320657777,7.24038340428504e-08,6.73296146597926e-06,8.05168162810794
NIBAN2,0.917533326396831,5.86342300989169,6.58609669956591,7.2603685877678e-08,6.73309919688565e-06,8.04903330623692
AC022966.1,-0.773878100427392,5.37862493735474,-6.58402654708614,7.3089011780103e-08,6.75963825024593e-06,8.04263226476943
PFAS,-0.963287662573198,3.40996867191739,-6.58317643928881,7.32892528868747e-08,6.75973864534321e-06,8.0400036270874
MARK3,0.588057529931399,6.70900948638756,6.58172502326806,7.36324045537153e-08,6.77298394407102e-06,8.03551560211543
SFXN2,-0.928944279262392,2.1875832429733,-6.57950812869654,7.41596506905289e-08,6.80228470672752e-06,8.02866042121404
AC098935.2,-1.82238489615553,-0.216938745737144,-6.57870428046759,7.43517655469892e-08,6.80228470672752e-06,8.02617467614895
ALOX5AP,1.46714892489236,8.41804585311431,6.57671600184789,7.48291010260126e-08,6.81961409500845e-06,8.02002619652559
TPD52,-1.18460777913649,2.86371621533039,-6.57546926259513,7.51299796689677e-08,6.81961409500845e-06,8.01617074417652
UPP1,1.38024285380536,6.7855550583652,6.57486951922729,7.52751495333138e-08,6.81961409500845e-06,8.01431605812198
THOC5,0.93100745452654,6.07971729539323,6.57320123408302,7.56804462118799e-08,6.81961409500845e-06,8.00915686642672
OSTF1,0.783037455995148,6.97229085856475,6.57304068876836,7.57195647865169e-08,6.81961409500845e-06,8.00866037220858
FCN1,1.27243856076896,10.520805994914,6.57292937018174,7.57467006604852e-08,6.81961409500845e-06,8.00831611343912
H2BC18,1.13466931865362,2.37341750978327,6.57092714554138,7.62364485859662e-08,6.82950563880749e-06,8.0021240399991
IL36A,-1.37681196201106,-2.73350360485546,-6.57007813649335,7.64450763073618e-08,6.82950563880749e-06,7.99949834877319
F5,1.51547963112183,5.53932043152873,6.5700166770641,7.64602010119276e-08,6.82950563880749e-06,7.99930827490235
PTGR1,1.53139437386035,-0.979966656952143,6.5660657811454,7.74388166528526e-08,6.88846557719091e-06,7.98708913200899
IL10RB-DT,0.911061782550965,2.66741781553953,6.56571548596748,7.75261873338909e-08,6.88846557719091e-06,7.98600572572378
CSF3R,1.0771912535359,12.4053035045272,6.56389221065024,7.79825493824539e-08,6.89767229943688e-06,7.9803665515965
GBGT1,1.23573710697448,4.47800586271591,6.56367839602711,7.80362430906771e-08,6.89767229943688e-06,7.97970523971117
