,logFC,AveExpr,t,P.Value,adj.P.Val,B
TET1,-1.56225338133936,-0.483262770951572,-4.26071932042482,0.000121100563490997,0.00115137123977911,0.94523983023709
CLP1,0.431157581929618,3.8464076827637,4.26032977832947,0.000121245346079877,0.00115242496125545,0.944106782119221
TRBV12-4,-1.17143827494337,1.01280559811032,-4.2583879426371,0.000121969604400074,0.00115898441000765,0.938459177596962
AC092683.1,-1.20511828830219,0.367167729795679,-4.25725208659352,0.000122395210921674,0.001162703120376,0.935156095403526
SIRPB2,0.797315847918312,7.1562283701199,4.25679738539485,0.000122565994716592,0.00116388009744467,0.933833906927881
REPS2,0.791471607036647,5.29758146026036,4.25669950341895,0.00012260278923096,0.00116388009744467,0.933549290489837
SLC4A7,-1.48133351646384,3.3839783198757,-4.25664846421061,0.000122621979508048,0.00116388009744467,0.933400882090488
WRN,-0.878416438030859,2.41920422838414,-4.2563046572826,0.000122751324333113,0.00116478206612092,0.932401199760571
RIPK3,0.580604966989363,5.12436604431147,4.25550494117216,0.000123052704679996,0.00116731551208732,0.930075988085668
ZNF56,-0.61867992605772,0.535121811770338,-4.25540734595825,0.000123089533833114,0.00116733863016584,0.929792236113736
DSCAML1,-1.06319465670895,-2.38005736856926,-4.25501066211354,0.00012323933995398,0.00116843287059161,0.928638926505954
AC129492.1,-0.914694094615517,-0.728782029421735,-4.25485151851924,0.000123299490013182,0.00116867670763123,0.928176246782042
ALKBH8,-1.04086727658478,2.26067987106138,-4.25444972731728,0.000123451479143483,0.00116979064910332,0.92700814269979
TMEM18,-0.463479862704118,3.79224864753296,-4.25416905409976,0.000123557760567455,0.00117033803714392,0.926192181146442
TFPI,1.02683062401148,-0.892169801732677,4.25411508343288,0.000123578207681451,0.00117033803714392,0.926035282055405
ZNF234,-0.796486157508551,2.65189588868218,-4.25378956097776,0.00012370160401341,0.00117117987264245,0.925088964929311
UVRAG-DT,0.883030743843611,-1.77085003518724,4.25347713930903,0.000123820147509883,0.00117197530585065,0.924180756975221
ZNF829,-0.937834336023895,0.538188146158438,-4.25314699152398,0.000123945537613815,0.00117283508159691,0.923221045119138
BMS1,-0.492981522034052,4.49234133891235,-4.25255095951823,0.000124172225013335,0.00117465263695725,0.921488497379026
AL132996.1,-1.2102925638416,-2.51797286011318,-4.25239240285947,0.000124232596713324,0.00117489629357583,0.92102761894336
PCDHGC3,-1.01320793155299,-2.09851473423117,-4.25202367888985,0.000124373102274146,0.00117541889011152,0.919955868482798
AC091807.2,0.8287466178179,0.103087429382529,4.25197330330071,0.00012439231040226,0.00117541889011152,0.9198094469938
TMIGD2,-0.881483174715987,3.34578658400558,-4.25189494288171,0.000124422194864591,0.00117541889011152,0.919581686137408
TRAV8-2,-1.39503658218191,1.01563579697923,-4.25188397955356,0.000124426376529689,0.00117541889011152,0.919549820462202
CAMKK1,0.74806231382754,4.78812983798273,4.25156643817027,0.000124547553752501,0.00117596726876747,0.918626877072253
SPOUT1,-0.628674625585152,-0.270139414213386,-4.25155029032434,0.000124553719027136,0.00117596726876747,0.918579943538668
NBPF8,-1.07228834209851,3.11256441644818,-4.25115778736157,0.000124703669128024,0.00117705559998426,0.917439157614082
INSR,0.573552814128782,3.07972043787513,4.25041595274594,0.000124987558564691,0.0011794072040041,0.915283163123629
MED18,0.455659088822783,4.22021953983905,4.25030611405812,0.000125029645921685,0.00117947644298884,0.914963950271241
VPS13B-DT,0.682511735203308,0.275425503193831,4.24995391748293,0.000125164692052305,0.00118000566253001,0.913940417530285
FBXL22,-0.945884531480228,-2.06959189173424,-4.24992964786329,0.00012517400323735,0.00118000566253001,0.913869887719639
TNNI2,1.2382808515017,3.03960120410444,4.24988784807562,0.000125190041564155,0.00118000566253001,0.913748413919239
ADAM9,0.851476724939525,3.70582117758915,4.24952947211411,0.000125327630746138,0.00118097458156174,0.912706959859197
CYTOR,0.80265629548227,3.16387363196045,4.24929061076088,0.000125419417484708,0.00118151148161698,0.912012837167349
MICALL2,0.682316491941976,1.63239425811906,4.24868239048981,0.000125653433833364,0.00118338758356605,0.91024543334319
AC010186.4,-0.78618028652103,-3.17317246106383,-4.24834821190588,0.00012578219268393,0.00118416918913113,0.909274395141917
ZDHHC21,-1.07339160820489,1.9614211247527,-4.24828593646289,0.00012580620163829,0.00118416918913113,0.909093441516114
ACSS1,-0.458125914366944,6.11831994920523,-4.2475236641755,0.000126100442603729,0.00118660970969109,0.906878585297274
TSHZ1,-1.08247655078669,4.30610998459089,-4.2473412151988,0.000126170968564714,0.00118694429462958,0.906348483125944
NRGN,1.05130223868873,7.99091066880246,4.24718734586798,0.000126230476989687,0.00118717507619395,0.90590142491962
CEP68,-0.595893600481384,4.09346955331298,-4.24672486936132,0.000126409503393628,0.00118850795154339,0.904557761733923
AC110285.6,0.737259906350969,-0.425687856627444,4.24664039317095,0.000126442231248105,0.00118850795154339,0.904312333193297
NOP14,-0.57136597677354,4.55049346611536,-4.2457113728988,0.000126802700210862,0.00119146504263863,0.901613367261247
CDKN2C,0.515532786826071,2.10852350720913,4.2456487507599,0.000126827034324829,0.00119146504263863,0.901431446623398
ZNF420,-0.805000012685127,1.81698646874864,-4.24497807900081,0.000127087934721411,0.00119358568907419,0.899483169760509
BCL2L1-AS1,-0.957792431961135,-1.3507855301091,-4.24458813119064,0.00012723987085361,0.00119468207372427,0.898350436314151
GLUL,0.71366591184356,9.14328325289419,4.24415018802038,0.000127410719225885,0.00119595537388412,0.897078328750307
AQP1,1.50086471720698,0.992342609429113,4.24345402050311,0.000127682766599833,0.00119817762342591,0.895056245393398
AC016168.1,-1.07548900966832,-2.72952027674368,-4.24299811955247,0.000127861230560695,0.0011995206986432,0.893732103028301
CDIP1,-0.565057257246194,4.85951196493405,-4.24290320362667,0.000127898416376819,0.00119953800736723,0.893456430701558
UQCC1,-0.441669180750701,4.3746102597881,-4.24260380738899,0.00012801578203027,0.00120030709217442,0.892586883442037
ZNF121,-0.763760880544411,3.95347658643549,-4.24225240840176,0.000128153667476104,0.00120126809761777,0.891566330779765
CAAP1,-1.0234718274397,2.47245146686239,-4.24193920143655,0.000128276689121954,0.0012020892827657,0.890656723072095
IGSF9B,-0.78611720117119,3.5293817580724,-4.24126512072489,0.000128541846735895,0.00120423964296108,0.888699156685662
AGFG2,-0.609380666840179,4.29777543744719,-4.24117556242957,0.000128577115847356,0.00120423964296108,0.888439083009425
LILRB1,0.585424383091852,6.5468354545687,4.24074387745558,0.000128747251212395,0.00120550046914513,0.887185514895014
RBM14,-0.372620259598513,6.04020545829652,-4.24062901411885,0.000128792558122971,0.00120559211467454,0.886851971462949
RASGRF1,-1.08803146937107,-1.6115586311604,-4.24019358371199,0.000128964451685216,0.00120686832619234,0.885587585670909
ZNF157,-1.04895617610239,-1.86622221371453,-4.23984305104413,0.000129102993341922,0.00120783180816194,0.884569756469208
NPM1P25,-1.03508480151153,-0.289197444384872,-4.23946743188084,0.000129251611456644,0.00120860990635997,0.883479118032426
TRO,-1.09923729241701,-0.373386054249652,-4.23945286328187,0.000129257379060947,0.00120860990635997,0.883436817710569
TREM1,0.729603444244768,8.10668049317263,4.23926176380543,0.000129333057277108,0.00120898447537857,0.882881960035315
BBS9,-0.494855810625103,2.2697102216774,-4.23894267777165,0.000129459516610213,0.00120983340109687,0.881955513178781
AC008760.1,-1.03580131307964,-0.895044796432218,-4.23880020073774,0.000129516021758351,0.00121002829907018,0.881541847880582
ZNF391,-1.33608891579624,-0.220272001517864,-4.23859464728073,0.000129597584947869,0.00121045713492036,0.880945056412354
FCRL5,-1.29295620909868,4.29817793568149,-4.23845485698813,0.000129653082130315,0.00121047618468194,0.880539203675402
RETREG1,-0.982044334240066,2.61406453986881,-4.23840986088377,0.000129670950665945,0.00121047618468194,0.880408567643686
AC044860.1,-0.39222778048503,-3.64825771980853,-4.23764533295162,0.000129974922785945,0.00121298015650277,0.878189009543264
AC141557.2,-0.859796009803985,-2.59429062444049,-4.23741059171937,0.00013006839429889,0.00121342534097361,0.87750754362773
RGL2,0.5742633496286,7.46154857692941,4.23734599958788,0.000130094125738111,0.00121342534097361,0.877320031716232
CRTAM,-0.8769558484314,2.6188881424479,-4.2371303850818,0.000130180055693552,0.00121389325559081,0.876694107061478
PSENEN,1.11111777022347,4.51848924482515,4.23697958855068,0.000130240186375916,0.00121412040812176,0.876256354513588
AC099343.4,0.633003797752819,2.56914978657011,4.23593450061183,0.000130657665828163,0.00121740196255772,0.873222686002133
CTNNA1,0.629770737642958,6.4346529837068,4.23591882671324,0.000130663936998344,0.00121740196255772,0.873177190049677
AC105345.1,-0.892653136717856,-0.829144388731961,-4.23475050943913,0.000131132213190857,0.00122142963230628,0.86978613623214
R3HCC1L,0.345265217300085,4.49473526596203,4.2345982234912,0.000131193372018664,0.00122166404199108,0.869344149389672
L2HGDH,-0.930644908102406,0.341902472652973,-4.23449761372221,0.000131233792717839,0.00122170526396843,0.869052147950216
MYL6,1.17790095772107,7.94062597355874,4.23401953268929,0.000131426031623564,0.00122311180605165,0.867664639401391
AC010327.8,0.529487520938679,-0.396577125203464,4.23394270001368,0.000131456952108786,0.00122311180605165,0.867441657373445
CAPN1,0.594853915585073,7.62730790410154,4.23379277274908,0.000131517309202412,0.00122324015665701,0.867006546103937
DPP4,-0.891946584581151,4.0401407545862,-4.23372941121531,0.000131542825166404,0.00122324015665701,0.866822663157032
LINGO3,0.725221314452702,5.10048898386338,4.23259943901556,0.000131998683282898,0.00122714305888472,0.863543511698825
C10orf95,-0.808923254492838,-3.21461475163064,-4.23230379156811,0.000132118209231638,0.00122791792380621,0.862685602171271
ZBTB39,-0.99619196497676,3.05521329431395,-4.23193928520631,0.000132265719451839,0.00122895238150406,0.861627907643976
AC092821.2,-1.42057515567491,-2.55275352008824,-4.23157264421296,0.000132414255907932,0.00122999580569979,0.860564052161703
ATG16L1,-0.375366795701395,4.99873336541026,-4.2308478278232,0.000132708379060201,0.00123239064351883,0.858461003047745
CASC15,-0.87091268962672,-1.49385484441576,-4.23065498090114,0.000132786741872008,0.00123278107019138,0.857901481098623
RALGAPA1,-0.825622189777795,2.54295086490013,-4.23048412022482,0.000132856208416895,0.00123308871372334,0.857405757264669
ACTB,0.639413248247385,12.6654579901198,4.22937528037898,0.000133307891583588,0.00123694271627396,0.854188818545286
AC109460.2,-0.666234524484857,2.78972068960173,-4.22831464292626,0.00013374134381711,0.0012402878894164,0.85111200843986
CUX2,-1.03647204713022,-0.286862345920825,-4.22831428422976,0.000133741490638855,0.0012402878894164,0.85111096794202
ARL13A,-1.03274484112074,-1.68125994660435,-4.22737499996341,0.000134126499498786,0.00124351861403654,0.848386425032976
MTFR1,-0.86151724257737,2.16848436752246,-4.22697585126279,0.000134290436708054,0.00124469852614548,0.847228697218033
IL2RB,-1.14210222254377,6.87871416147876,-4.22688367907351,0.000134328321226929,0.00124470976769982,0.846961358092807
HSPG2,-1.10373443471595,0.795371000744674,-4.22630885458073,0.000134564820791455,0.00124656090264835,0.845294166586951
ZNF614,-1.08808972164215,2.16175776518151,-4.2261369259448,0.000134635636268865,0.00124687660743188,0.844795529518322
NLRX1,0.623847762693091,5.36944029617881,4.22542986941105,0.000134927247985599,0.00124923640238058,0.842744961697435
AC008427.2,0.595013225124913,-0.225310390648303,4.22452942789727,0.000135299511257085,0.00125234142653067,0.84013372884946
TRAJ37,-1.07904550630218,-1.44436808944194,-4.22418003416598,0.000135444228802599,0.00125333915322187,0.839120559753697
GSN,0.888632579313033,7.6392546261231,4.22366081970316,0.000135659564899325,0.00125479533228077,0.837615001964381
PPAN,-0.555774476397165,2.00578765611452,-4.22358034486073,0.000135692970515785,0.00125479533228077,0.837381656366396
ABCA17P,-0.946733740743157,-2.03655135560433,-4.22353330760748,0.000135712499699567,0.00125479533228077,0.837245267457597
BBS5,-0.880704348070371,-0.542937130722631,-4.22332428084233,0.000135799317801727,0.00125525611242544,0.836639181488962
C12orf45,-0.467414545532526,2.24135232858563,-4.2230121356846,0.000135929066601624,0.00125580063404396,0.835734117636929
PRR16,1.26531584103217,-1.41832815864083,4.22296908712672,0.000135946970018774,0.00125580063404396,0.83560930038856
ZNF571,-1.10668044255837,0.484956736044661,-4.2229155904317,0.000135969221911247,0.00125580063404396,0.835454189905731
AC024560.3,-0.798794015960333,-2.89560599231704,-4.22247925439756,0.000136150848363839,0.00125713604329854,0.834189086150845
NCSTN,0.600713230682322,6.99986413725782,4.222153149321,0.000136286745566436,0.00125804860430133,0.833243614729171
CCND1,-0.532402372573321,0.0718701132509831,-4.2215438373878,0.000136541018362748,0.0012600530846298,0.831477117014666
SOCS7,-0.657225776362178,3.93101087168286,-4.2209793824543,0.000136776985423519,0.00126188758881356,0.829840749823012
TRGV10,-1.20909411556496,1.68514487932584,-4.22041480079593,0.000137013404057903,0.0012637252610145,0.828204094699901
AL109627.1,-0.487900829064141,1.96409660908618,-4.22020643618852,0.000137100757601414,0.00126413458951844,0.827600090548304
S100A11P1,1.20598649871542,0.845696178946496,4.22013129789985,0.000137132271480965,0.00126413458951844,0.827382283477468
ETNK2,-0.811423548239041,-0.920009883934777,-4.22000218201496,0.000137186440730016,0.00126419230615255,0.827008012169838
SHF,-0.903423429103997,-0.0400035344259676,-4.21972977366525,0.000137300795466842,0.00126419230615255,0.826218389205499
TRAJ26,-1.25056423184355,-2.01155161698073,-4.21968078013995,0.000137321372417385,0.00126419230615255,0.826076374918354
PPP2CA,0.354516206205037,6.17415096078003,4.21965062799393,0.00013733403761343,0.00126419230615255,0.825988975187257
SLC39A14,-1.00862930962661,1.99412471648114,-4.21964217306496,0.000137337589251547,0.00126419230615255,0.825964467568786
KBTBD6,-0.711459691643058,2.23466520331495,-4.21958405180581,0.000137362006513777,0.00126419230615255,0.825795996660581
LINC00205,-0.733907281637209,3.21997919298228,-4.21941877848834,0.000137431462500031,0.00126448866906372,0.825316938247767
AL590233.1,-0.861358850269834,-0.292481122550366,-4.21884427596965,0.000137673163818966,0.00126636924833153,0.823651748104016
CHTF18,-0.638839079547692,3.5286708862966,-4.21800616884263,0.000138026512425262,0.00126927550385755,0.821222650282272
TRGV3,-1.3119332986945,1.07714469885249,-4.2175439992099,0.000138221743495983,0.00127072654868382,0.819883212509732
TP53RK,-0.454709399653927,4.14466539864981,-4.21741144768543,0.000138277786076899,0.00127089753994641,0.81949906791399
BTG1P1,-1.47940287007535,-0.272936751605202,-4.21689231334474,0.000138497489109326,0.00127247532773765,0.817994618621856
EHD1,0.646550352921181,8.71896686889765,4.21682870110063,0.000138524433916405,0.00127247532773765,0.817810275220375
AC114730.3,-0.823178709661341,-1.24545609384066,-4.21668919840859,0.000138583542253245,0.00127267386124449,0.817406010667384
RPTOR,-0.602882567900181,4.73679341009612,-4.21636692470117,0.000138720186279289,0.00127280517026529,0.816472112986895
AC026412.3,-0.973477604924028,-2.1741555008098,-4.21636492930533,0.000138721032736892,0.00127280517026529,0.816466330729668
ESYT2,-0.74356286353947,6.34981115815209,-4.21632890574896,0.000138736314990388,0.00127280517026529,0.816361941854582
NT5C1B,-0.928353368056901,-2.73830170349241,-4.21630174522827,0.000138747838370797,0.00127280517026529,0.816283236453008
AC105118.1,1.02703520045779,-3.18273815671503,4.21558614653712,0.000139051782192621,0.0012752487412002,0.814209650410517
IGHV3-72,-1.72877475791477,2.15915710854348,-4.21546366968914,0.000139103868242351,0.00127538181952509,0.813854762823389
CPNE2,0.611016366740698,5.35790551867839,4.21412389216706,0.00013967488519082,0.00128027138891353,0.809972883230868
RHPN1,-0.75962182446098,3.67852582562512,-4.21346954920466,0.00013995459975744,0.00128248893762609,0.808077149346192
EMC3-AS1,-1.03071263917721,0.0638677980273586,-4.21297599663553,0.000140165942627963,0.00128398876106441,0.806647321372294
MXD1,0.68454768428629,9.52059378614127,4.2128306187163,0.000140228253957086,0.00128398876106441,0.806226171363518
DNM2,0.454619674383843,8.54931827841864,4.21282244484757,0.000140231758213003,0.00128398876106441,0.806202492375475
LINC01226,-1.32150878581506,-1.48350054467661,-4.21258523211555,0.000140333492024635,0.00128457372877566,0.805515314984813
AP005131.1,-1.05688389928675,-1.74610434554372,-4.21226099564173,0.000140472664496536,0.001285500991734,0.804576062876449
VNN3,0.678914108576654,5.76373386990273,4.21046467962397,0.000141246146063086,0.00129218024306592,0.799372951045986
CYFIP1,0.681203394645647,5.17750161836699,4.21038933941044,0.000141278677803831,0.00129218024306592,0.799154742361091
WNT1,-0.895819196735327,0.391578493325521,-4.21017624206526,0.000141370732412993,0.00129267386841644,0.798537553908894
RHOA,0.445801152400633,9.29855700589589,4.20986886197006,0.000141503618876823,0.00129354048799277,0.797647316810234
SLC18B1,-0.67741826498904,3.24020042956061,-4.20969780643551,0.000141577622392614,0.00129386851352992,0.797151914458485
PLCE1,-1.20348243951172,0.688427629109776,-4.20960308522417,0.000141618617761191,0.00129389478440117,0.796877590860393
MALT1,-0.794386739927964,4.92290244368449,-4.20808032344604,0.000142279263488467,0.00129958093684756,0.792467806046274
AC073359.1,0.776218004002104,-2.96821618322,4.20761545417704,0.000142481544824641,0.00130107844886682,0.791121701557957
FAM117B,-0.763895103212466,4.13999037714691,-4.20701110780686,0.00014274493773105,0.00130307600481497,0.789371799793872
OXCT1,-0.829266346613533,3.55883476498841,-4.20693743217132,0.000142777080369657,0.00130307600481497,0.789158476226115
STX5,0.637769217705511,5.84612110896707,4.20674735009439,0.000142860040569144,0.00130343147001048,0.788608110811762
RIT1,0.491656672790436,5.44204188153888,4.20667224690963,0.000142892831887013,0.00130343147001048,0.788390658859848
SSH3,0.585417147966652,5.25694587263993,4.2060546342224,0.000143162771002009,0.00130529207721371,0.786602491853754
ZSCAN12,-1.0832336214109,1.54693195006709,-4.20602960730504,0.000143173719977215,0.00130529207721371,0.786530033730088
TMEM267,-0.827879619150827,1.40206049426372,-4.20585820789817,0.000143248727142691,0.00130562419542602,0.78603380109116
EIF4A1P10,0.457154883970326,5.34099036000282,4.2057705974397,0.000143287081726532,0.00130562419542602,0.785780155645897
AC016734.1,0.92808234656914,4.6311715725484,4.20530594890202,0.000143490665841434,0.00130694401380671,0.784434960634202
C3orf18,-0.538086831645431,2.98810879739158,-4.20526427938223,0.000143508936994214,0.00130694401380671,0.784314326671416
OAZ2,0.475328760635797,7.6760120547136,4.20512710408099,0.000143569101353558,0.00130714121194808,0.783917204953119
G3BP1,-0.643086604985904,6.10764853519138,-4.2049934841119,0.000143627730052134,0.00130717117000001,0.783530380463492
GLCCI1,-1.03510958357823,3.74448397980859,-4.20494407434884,0.00014364941559425,0.00130717117000001,0.783387342307332
MTUS1,-1.2766439577772,0.529709649268508,-4.20483094390198,0.000143699079670652,0.00130727262454604,0.783059839098449
GPR160,0.854305775437481,3.71131898408128,4.20444403724285,0.00014386905784872,0.0013075181118393,0.781939800987809
ARHGAP26,0.560245071896493,7.60513809776792,4.2044253904176,0.000143877254843983,0.0013075181118393,0.781885822113672
DOCK1,1.15374111093009,-0.37614470466501,4.20435086389103,0.000143910020664667,0.0013075181118393,0.781670083423071
IGLV3-13,-1.44481279844286,-1.98638197125743,-4.20433833196369,0.000143915531081586,0.0013075181118393,0.781633806254904
AC002511.2,1.05983011915026,0.860411298972818,4.20431922398087,0.000143923933454229,0.0013075181118393,0.781578492931478
TNRC6A,-0.707728921057898,5.23586826916146,-4.20420370239272,0.000143974742086173,0.0013075181118393,0.781244085812895
HORMAD1,1.13199155219308,0.28990071170026,4.20415601910345,0.000143995719228545,0.0013075181118393,0.781106055179858
CNIH2,0.871268831659587,0.225288356652758,4.2037612704641,0.00014416949431588,0.00130874591496914,0.779963383301405
NANS,0.517731827371404,4.84554883207484,4.20278785633625,0.000144598883678073,0.0013122928635832,0.777145826817178
RBPJ,0.457900824985721,6.32877359842335,4.20263935988695,0.00014466449768703,0.00131253739120374,0.776716023464796
SRSF5,-0.347951672675518,7.87213916726892,-4.20156331925427,0.000145140822084169,0.00131650715745079,0.773601732501672
PRR12,-0.705676458159319,5.40551240026726,-4.20116104622642,0.000145319286966618,0.00131777377457145,0.772437543773297
SUSD3,-0.699887002781729,4.5840378468887,-4.20042483498002,0.000145646455845683,0.00132038782166511,0.770307035047763
SLC27A3,0.519550733684877,5.94675206291044,4.20023659576275,0.000145730223911995,0.00132079446195486,0.769762314914408
ANO8,-0.509838679549608,3.63456684905909,-4.19923374603427,0.000146177294425172,0.00132449271953529,0.766860454245474
SLC35F2,-0.718735961811436,1.85658968805866,-4.19904877428396,0.000146259901052841,0.00132488752643062,0.766325245094653
SH2D1B,-1.23895845105037,3.30462286789829,-4.19868230673418,0.000146423696654641,0.00132601737242578,0.765264909926597
EPM2A,-0.729694034225354,1.56809069907832,-4.19829888252036,0.000146595262959096,0.00132703308644062,0.764155548864724
ABCC6,0.605667841305585,2.57318799594968,4.19825692373096,0.000146614049677459,0.00132703308644062,0.764034151784454
PTPN3,-1.1616293006655,-2.15791173648925,-4.19777866514367,0.000146828352428083,0.00132861848523433,0.762650463790441
DDX10,-0.515431162874427,2.93603999264002,-4.19650571306957,0.000147400241084874,0.00133343789522995,0.758967867433771
AL359504.2,-0.874198233923376,-1.62009022297739,-4.1962178956158,0.000147529847690324,0.00133408397210498,0.758135280730388
L3MBTL3,-0.723802065545347,3.77740844146042,-4.19617256846722,0.000147550269026048,0.00133408397210498,0.758004162102263
NPIPB13,-0.557669792509446,0.897511673526033,-4.19582090038697,0.000147708800614228,0.00133516168054544,0.756986903471871
POLR1A,-0.607443309792682,4.23781608493109,-4.19566032113511,0.000147781244877559,0.00133542051551483,0.756522411619639
TRAJ39,-1.00194396119202,-1.50177753450025,-4.19558303608865,0.000147816123881599,0.00133542051551483,0.756298859079682
SRD5A3-AS1,0.564929599266009,-0.852271763683243,4.19546347598933,0.000147870097600468,0.00133555264841806,0.755953025905384
CMTM3,0.480872745198098,6.67479302246764,4.19508334909579,0.000148041828430963,0.00133674800228884,0.75485351522205
CETP,0.79769568722582,3.06726197352797,4.19435347815871,0.000148372110175298,0.00133937397967286,0.752742478646725
TTC34,-0.610239251015068,0.356595410535201,-4.19360584614786,0.000148711175260957,0.00134207099501836,0.750580211339257
ALMS1,-0.829330429195404,3.36614723541316,-4.19352043650088,0.000148749958259946,0.00134207099501836,0.750333202486687
PERP,-0.841741036714469,1.14766697418602,-4.19320133376544,0.000148894944538805,0.00134302211202129,0.749410358271629
LRFN1,0.771935663188793,5.05304063015824,4.19282905512784,0.00014906426604322,0.00134419216738549,0.748333762232189
SLC43A3,0.517465096521129,3.93128956140031,4.1923980916889,0.000149260513692034,0.00134560434415273,0.747087499111276
FAM122B,-0.612893447337488,4.27165232829504,-4.19229648190267,0.000149306820444584,0.001345664391803,0.746793670098647
ZNF720,-0.575276897952293,2.7826669043581,-4.19184190472201,0.000149514157300259,0.0013471753456558,0.745479183577401
ZNF26,-0.597064447974064,3.24565866659571,-4.1914369755468,0.000149699086010302,0.00134848364579662,0.74430830693781
TPP2,-0.776917623405886,5.28263770438917,-4.19128746312426,0.000149767423879525,0.00134874128451018,0.743875993488214
AC011472.2,1.17276288707084,3.71005749357949,4.191144955401,0.000149832588457277,0.00134897021682146,0.743463939346053
RECK,-0.981734362117514,2.22609103035724,-4.1906674965412,0.000150051118161612,0.00135057943586355,0.742083428009705
FAM124A,1.16300570393533,-2.27827147961186,4.19025165865148,0.000150241697925053,0.00135193629665221,0.740881133171153
HMGA1P8,-0.799104167764562,-1.61101281333244,-4.19010522556902,0.000150308864907911,0.00135218221380978,0.740457767768185
TMSB15B-AS1,-0.854711582947898,-2.00519711222069,-4.18996622952604,0.000150372647742294,0.00135239756483014,0.74005590929308
ZNF45,-0.693795040058023,3.06826077587983,-4.18971988130518,0.000150485757539183,0.00135254022635658,0.739343691620223
ZFP1,-0.995147039571551,1.69867013742779,-4.18968383852694,0.000150502313401779,0.00135254022635658,0.739239489593214
TRGV9,-1.62778645130645,1.94732669650095,-4.18967133767986,0.000150508055946874,0.00135254022635658,0.739203348904859
AL513477.1,-0.644987593199724,0.517555226958711,-4.18912926572073,0.000150757274795401,0.00135442123374947,0.737636225142078
MAK16,-0.575803901012956,2.67596500517454,-4.1882908991882,0.000151143509535386,0.00135753188691455,0.735212664829669
AC079174.2,0.780562247785358,0.969217993456184,4.18776676550544,0.00015138546817451,0.00135915035599142,0.733697583856121
FAM169A,-1.31615693851599,0.727340910241697,-4.1877271063129,0.000151403791644675,0.00135915035599142,0.733582946324069
ARF5,0.692568293955741,7.21132535887833,4.18706336858458,0.000151710775540618,0.00136136988681975,0.731664427926201
BABAM2,0.635386812412541,4.73263617745693,4.18701913453028,0.000151731255725624,0.00136136988681975,0.731536574425648
A3GALT2,1.07870855974212,-1.34570701280408,4.18678440512376,0.000151839979655793,0.00136194907751029,0.730858124151587
STK16,0.680770957299654,4.44898652255784,4.18670654387509,0.000151876060879631,0.00136194907751029,0.730633080956776
PLEKHG4B,-1.19427938734157,-2.66237620528864,-4.18640021208018,0.000152018097579148,0.00136286272267075,0.729747701952666
MEX3B,-1.11167304958089,-0.487021269108265,-4.18626838682128,0.000152079260837857,0.00136305103547889,0.729366699859329
CD177P1,2.51925460700234,-1.46146966584341,4.18515003473767,0.000152599112683774,0.0013673492826591,0.726134611227673
SPARC,1.26647571614809,6.60246598639297,4.18491442804187,0.000152708852553318,0.00136797146301524,0.725453737908691
ACTR10,0.476723350857916,4.44801205621953,4.18458457380727,0.000152862620104308,0.0013689876125542,0.724500525080957
SPIN3,-0.830506892110018,2.28236928288278,-4.18362488649683,0.000153310856091589,0.00137263969334231,0.721727378916936
GNRHR2,-0.765517998046311,-0.775377264477306,-4.18344857317543,0.000153393345236007,0.00137301606645584,0.721217923395462
FAHD2CP,-0.731608712051537,0.573973338324565,-4.18319497374047,0.000153512069106191,0.00137371649079945,0.72048516441137
AC245014.1,-0.977545595714156,-2.43111189236946,-4.18303787903816,0.000153585658791699,0.00137401276507851,0.720031257806557
AL512791.1,-0.825888182664722,0.145422179826649,-4.18267601415557,0.000153755302412986,0.00137516797747077,0.718985715990185
ASGR1,1.21313874178467,3.7846974515139,4.18248800708651,0.000153843513041723,0.00137559444669709,0.718442517498127
DHRSX,0.629531935486574,4.20226523582971,4.18213202538887,0.000154010670695236,0.00137672641157169,0.717414023964484
NIBAN1,0.922121223055127,8.70599464869976,4.18178209974346,0.000154175157447044,0.00137759535126225,0.716403059095422
RNU6-892P,0.852417576249545,-0.503233148381432,4.18175256144247,0.000154189050128021,0.00137759535126225,0.716317721875755
ZNF418,-0.952555248867305,1.20504231332915,-4.18163172971649,0.000154245893362624,0.00137774055592479,0.715968636980225
RRN3,-0.789574759942469,3.79135828177361,-4.1812691251905,0.000154416597362049,0.00137890243295519,0.714921088868141
IRF9,0.567856594453937,5.42949239431057,4.18097396645838,0.000154555685947403,0.00137978145513592,0.714068413515831
PCBD2,-0.411570325457426,2.75784021861476,-4.1807698070019,0.000154651964212387,0.00138027793039623,0.713478636365569
ZNF462,-1.25920699400773,-2.02788649017966,-4.18056885221177,0.000154746788392831,0.0013807611702496,0.712898127323251
AP1S1,0.657767672704144,3.44159450151669,4.18045916899902,0.000154798568360465,0.0013808601858846,0.712581283828293
AC022916.4,-1.09119050850914,-2.66908043113087,-4.18034328669922,0.000154853293210831,0.00138098541202366,0.712246536295381
MAD2L2,0.703354667451458,4.54775993198603,4.17999755367814,0.000155016676208606,0.00138207933382519,0.711247842777506
AC024588.1,-0.828438182786419,-1.54861156631943,-4.17982680867787,0.000155097427217263,0.00138243615404631,0.710754635591675
POLG2,-0.315192529159705,4.12374788072768,-4.17968513132759,0.000155164462339459,0.0013826705646432,0.71034539774229
TXLNG,-0.950231284566258,3.3466467101072,-4.17949330374018,0.000155255271298423,0.00138311664525225,0.709791308150024
